,jp,kana,en,lesson,book
78,,いいえ,No.; Not at all.,0,genki 1
1714,よろしくお願いします,よろしくおねがいします,Nice to meet you.,0,genki 1
1360,～番,～ばん,number . . .,1,genki 1
1358,半,はん,half,1,genki 1
472,九分,きゅうふん,nine minutes,1,genki 1
501,九時,くじ,nine o’clock,1,genki 1
568,～語,～ご,. . . language,1,genki 1
571,高校,こうこう,high school,1,genki 1
572,高校生,こうこうせい,high school student,1,genki 1
589,午後,ごご,p.m.,1,genki 1
595,五時,ごじ,five o’clock,1,genki 1
597,午前,ごぜん,a.m.,1,genki 1
619,五分,ごふん,five minutes,1,genki 1
654,～歳,～さい,. . . years old,1,genki 1
533,経済,けいざい,economics,1,genki 1
586,国際関係,こくさいかんけい,international relations,1,genki 1
346,学生,がくせい,student,1,genki 1
427,韓国,かんこく,Korea,1,genki 1
128,一分,いっぷん,one minute,1,genki 1
1746,歴史,れきし,history,1,genki 1
134,今,いま,now,1,genki 1
137,妹,いもうと,younger sister,1,genki 1
1728,留学生,りゅうがくせい,international student,1,genki 1
210,お母さん,おかあさん,mother,1,genki 1
1716,四分,よんぷん,four minutes,1,genki 1
1700,四時,よじ,four o’clock,1,genki 1
257,お父さん,おとうさん,father,1,genki 1
258,弟,おとうと,younger brother,1,genki 1
270,お兄さん,おにいさん,older brother,1,genki 1
272,お姉さん,おねえさん,older sister,1,genki 1
328,会社員,かいしゃいん,office worker,1,genki 1
1362,番号,ばんごう,number,1,genki 1
428,看護師,かんごし,nurse,1,genki 1
697,三分,さんぷん,three minutes,1,genki 1
692,三十分,さんじっぷん/さんじゅっぷん,thirty minutes,1,genki 1
957,大学,だいがく,college; university,1,genki 1
959,大学院生,だいがくいんせい,graduate student,1,genki 1
960,大学生,だいがくせい,college student,1,genki 1
1046,中国,ちゅうごく,China,1,genki 1
1474,弁護士,べんごし,lawyer,1,genki 1
1129,電話,でんわ,telephone,1,genki 1
1457,文学,ぶんがく,literature,1,genki 1
1185,友だち,ともだち,friend,1,genki 1
1216,七分,ななふん,seven minutes,1,genki 1
1217,何,なに/なん,what,1,genki 1
1244,二時,にじ,two o’clock,1,genki 1
1245,二十分,にじっぷん,twenty minutes,1,genki 1
1246,二時半,にじはん,half past two,1,genki 1
1253,二分,にふん,two minutes,1,genki 1
1254,日本,にほん,Japan,1,genki 1
1255,日本語,にほんご,Japanese language,1,genki 1
1256,日本人,にほんじん,Japanese people,1,genki 1
1278,～年生,～ねんせい,. . . year student,1,genki 1
1223,名前,なまえ,name,1,genki 1
1331,八時,はちじ,eight o’clock,1,genki 1
915,先生,せんせい,teacher; Professor . . .,1,genki 1
701,～時,～じ,o’clock,1,genki 1
725,七時,しちじ,seven o’clock,1,genki 1
729,十分,じっぷん,ten minutes,1,genki 1
760,十一時,じゅういちじ,eleven o’clock,1,genki 1
762,十一分,じゅういっぷん,eleven minutes,1,genki 1
766,十九分,じゅうきゅうふん,nineteen minutes,1,genki 1
767,十五分,じゅうごふん,fifteen minutes,1,genki 1
768,十三分,じゅうさんぷん,thirteen minutes,1,genki 1
769,十時,じゅうじ,ten o’clock,1,genki 1
775,十七分,じゅうななふん,seventeen minutes,1,genki 1
778,十二時,じゅうにじ,twelve o’clock,1,genki 1
779,十二分,じゅうにふん,twelve minutes,1,genki 1
781,十八分,じゅうはちふん/じゅうはっぷん,eighteen minutes,1,genki 1
784,十四分,じゅうよんぷん,fourteen minutes,1,genki 1
785,十六分,じゅうろっぷん,sixteen minutes,1,genki 1
797,主婦,しゅふ,housewife,1,genki 1
832,～人,～じん,. . . people,1,genki 1
1338,八分,はっぷん,eight minutes,1,genki 1
890,政治,せいじ,politics,1,genki 1
894,生物学,せいぶつがく,biology,1,genki 1
912,専攻,せんこう,major,1,genki 1
691,三時,さんじ,three o’clock,1,genki 1
114,一年生,いちねんせい,first-year student,1,genki 1
1765,私,わたし,I,1,genki 1
25,アジア研究,アジアけんきゅう,Asian studies,1,genki 1
92,医者,いしゃ,doctor,1,genki 1
1756,六分,ろっぷん,six minutes,1,genki 1
1755,六時,ろくじ,six o’clock,1,genki 1
108,一時,いちじ,one o’clock,1,genki 1
1679,郵便局,ゆうびんきょく,post office,2,genki 1
355,傘,かさ,umbrella,2,genki 1
1545,窓,まど,window,2,genki 1
1161,時計,とけい,watch; clock,2,genki 1
1088,Ｔシャツ,ティーシャツ,T-shirt,2,genki 1
1657,野菜,やさい,vegetable,2,genki 1
1071,机,つくえ,desk,2,genki 1
587,黒板,こくばん,blackboard,2,genki 1
1169,図書館,としょかん,library,2,genki 1
975,高い,たかい,expensive; high,2,genki 1
1481,帽子,ぼうし,hat; cap,2,genki 1
184,英語,えいご,English language,2,genki 1
1506,本,ほん,book,2,genki 1
197,～円,～えん,. . . yen,2,genki 1
842,新聞,しんぶん,newspaper,2,genki 1
658,財布,さいふ,wallet,2,genki 1
544,消しゴム,けしゴム,eraser,2,genki 1
1119,電気,でんき,electricity; light,2,genki 1
511,靴,くつ,shoes,2,genki 1
495,銀行,ぎんこう,bank,2,genki 1
1238,肉,にく,meat,2,genki 1
735,自転車,じてんしゃ,bicycle,2,genki 1
660,魚,さかな,fish,2,genki 1
716,辞書,じしょ,dictionary,2,genki 1
1707,読む,よむ,to read,3,genki 1
1007,食べる,たべる,to eat ,3,genki 1
1408,昼ご飯,ひるごはん,lunch,3,genki 1
89,行く,いく,to go,3,genki 1
1186,土曜日,どようび,Saturday,3,genki 1
647,今晩,こんばん,tonight,3,genki 1
250,お茶,おちゃ,green tea,3,genki 1
231,お酒,おさけ,sake; alcoholic drink,3,genki 1
444,聞く,きく,to listen; to hear,3,genki 1
1520,毎晩,まいばん,every night,3,genki 1
1343,話す,はなす,to speak; to talk,3,genki 1
782,週末,しゅうまつ,weekend,3,genki 1
1561,水,みず,water,3,genki 1
1363,晩ご飯,ばんごはん,dinner,3,genki 1
475,今日,きょう,today,3,genki 1
1250,日曜日,にちようび,Sunday,3,genki 1
378,学校,がっこう,school,3,genki 1
1519,毎日,まいにち,every day,3,genki 1
334,帰る,かえる,to go back; to return,3,genki 1
84,家,いえ,home; house,3,genki 1
916,全然,ぜんぜん ＋ negative,not at all,3,genki 1
312,音楽,おんがく,music,3,genki 1
1348,早い,はやい,early,3,genki 1
523,来る,くる,to come ,3,genki 1
26,明日,あした,tomorrow,3,genki 1
673,雑誌,ざっし,magazine,3,genki 1
1275,寝る,ねる,to sleep; to go to sleep ,3,genki 1
1585,見る,みる,to see; to look at; to watch ,3,genki 1
665,酒,さけ,sake; alcohol,3,genki 1
21,朝ご飯,あさごはん,breakfast,3,genki 1
1039,茶,ちゃ,green tea,3,genki 1
218,起きる,おきる,to get up ,3,genki 1
1159,時々,ときどき,sometimes,3,genki 1
20,朝,あさ,morning,3,genki 1
1473,勉強する,べんきょうする,to study ,3,genki 1
1288,飲む,のむ,to drink,3,genki 1
180,映画,えいが,movie,3,genki 1
763,十月,じゅうがつ,October,4,genki 1
761,十一日,じゅういちにち,the eleventh day of a month,4,genki 1
151,上,うえ,on,4,genki 1
759,十一月,じゅういちがつ,November,4,genki 1
1535,町,まち,town; city,4,genki 1
331,買う,かう,to buy,4,genki 1
457,昨日,きのう,yesterday,4,genki 1
751,写真,しゃしん,picture; photograph,4,genki 1
4,間,あいだ,between,4,genki 1
330,買い物,かいもの,shopping,4,genki 1
724,七月,しちがつ,July,4,genki 1
721,下,した,under,4,genki 1
1570,三日,みっか,the third day of a month,4,genki 1
1335,二十日,はつか,the twentieth day of a month,4,genki 1
777,十二月,じゅうにがつ,December,4,genki 1
156,後ろ,うしろ,back,4,genki 1
1155,十日,とおか,the tenth day of a month,4,genki 1
848,水曜日,すいようび,Wednesday,4,genki 1
1404,病院,びょういん,hospital,4,genki 1
1540,待つ,まつ,to wait,4,genki 1
1201,中,なか,inside,4,genki 1
343,書く,かく,to write,4,genki 1
405,火曜日,かようび,Tuesday,4,genki 1
1221,七日,なのか,the seventh day of a month,4,genki 1
1558,右,みぎ,right,4,genki 1
1565,店,みせ,shop; store,4,genki 1
1191,撮る,とる,to take (a picture),4,genki 1
783,十四日,じゅうよっか,the fourteenth day of a month,4,genki 1
484,去年,きょねん,last year,4,genki 1
1339,花,はな,flower,4,genki 1
710,四月,しがつ,April,4,genki 1
640,今週,こんしゅう,this week,4,genki 1
638,今月,こんげつ,this month,4,genki 1
553,月曜日,げつようび,Monday,4,genki 1
1235,二か月前,にかげつまえ,two months ago,4,genki 1
617,ご飯,ごはん,rice; meal,4,genki 1
1236,二月,にがつ,February,4,genki 1
569,公園,こうえん,park,4,genki 1
119,五日,いつか,the fifth day of a month,4,genki 1
610,子供,こども,child,4,genki 1
608,今年,ことし,this year,4,genki 1
591,九日,ここのか,the ninth day of a month,4,genki 1
109,一時間,いちじかん,one hour,4,genki 1
584,五月,ごがつ,May,4,genki 1
712,～時間,～じかん,. . . hours,4,genki 1
1589,六日,むいか,the sixth day of a month,4,genki 1
911,先月,せんげつ,last month,4,genki 1
1113,寺,てら,temple,4,genki 1
1392,人,ひと,person,4,genki 1
498,金曜日,きんようび,Friday,4,genki 1
500,九月,くがつ,September,4,genki 1
1248,二十四日,にじゅうよっか,the twenty-fourth day of a month,4,genki 1
689,三月,さんがつ,March,4,genki 1
1631,木曜日,もくようび,Thursday,4,genki 1
1247,二週間前,にしゅうかんまえ,two weeks ago,4,genki 1
683,再来年,さらいねん,the year after next,4,genki 1
682,再来週,さらいしゅう,the week after next,4,genki 1
681,再来月,さらいげつ,the month after next,4,genki 1
1432,二日,ふつか,the second day of a month,4,genki 1
133,犬,いぬ,dog,4,genki 1
7,会う,あう,to meet; to see (a person),4,genki 1
105,一月,いちがつ,January,4,genki 1
913,先週,せんしゅう,last week,4,genki 1
1399,一人で,ひとりで,alone,4,genki 1
1754,六月,ろくがつ,June,4,genki 1
1523,前,まえ,front,4,genki 1
1718,来月,らいげつ,next month,4,genki 1
1330,八月,はちがつ,August,4,genki 1
1719,来週,らいしゅう,next week,4,genki 1
245,遅く,おそく,(do something) late,4,genki 1
1158,時,とき,when . . . ; at the time of . . .,4,genki 1
1271,猫,ねこ,cat,4,genki 1
1688,八日,ようか,the eighth day of a month,4,genki 1
255,お寺,おてら,temple,4,genki 1
1176,隣,となり,next,4,genki 1
1029,近く,ちかく,near; nearby,4,genki 1
1703,四日,よっか,the fourth day of a month,4,genki 1
1325,バス停,バスてい,bus stop,4,genki 1
1512,本屋,ほんや,bookstore,4,genki 1
1056,一日,ついたち,the first day of a month,4,genki 1
1386,左,ひだり,left,4,genki 1
1720,来年,らいねん,next year,4,genki 1
35,熱い,あつい,hot (thing),5,genki 1
295,面白い,おもしろい,interesting; funny,5,genki 1
1736,旅行,りょこう,travel,5,genki 1
509,果物,くだもの,fruit,5,genki 1
205,大きい,おおきい,large,5,genki 1
259,男の人,おとこのひと,man,5,genki 1
1292,乗る,のる,to ride; to board,5,genki 1
1660,休み,やすみ,holiday; day off; absence,5,genki 1
1118,天気,てんき,weather,5,genki 1
1515,～枚,～まい,[counter for flat objects],5,genki 1
790,宿題,しゅくだい,homework,5,genki 1
961,大嫌い,だいきらい（な）,to hate,5,genki 1
289,お土産,おみやげ,souvenir,5,genki 1
962,大丈夫,だいじょうぶ,It’s okay.; Not to worry.; Everything is under control.,5,genki 1
1109,では、お元気で,では、おげんきで,Take care.,5,genki 1
972,大変,たいへん（な）,tough (situation),5,genki 1
963,大好き,だいすき（な）,very fond of; to love,5,genki 1
718,静か,しずか（な）,quiet,5,genki 1
485,嫌い,きらい（な）,disgusted with; to dislike,5,genki 1
1659,安い,やすい,inexpensive; cheap (thing),5,genki 1
1583,土産,みやげ,souvenir,5,genki 1
36,暑い,あつい,hot (weather),5,genki 1
1401,暇,ひま（な）,not busy; free (time),5,genki 1
196,Ｌサイズ,エルサイズ,size L,5,genki 1
829,城,しろ,castle,5,genki 1
1094,出かける,でかける,to go out ,5,genki 1
1287,飲み物,のみもの,drink,5,genki 1
1448,古い,ふるい,old (thing),5,genki 1
123,一緒に,いっしょに,together,5,genki 1
1710,夜,よる,night,5,genki 1
33,新しい,あたらしい,new,5,genki 1
633,怖い,こわい,frightening,5,genki 1
1490,僕,ぼく,I (used by men),5,genki 1
996,楽しい,たのしい,fun,5,genki 1
1006,食べ物,たべもの,food,5,genki 1
1020,誕生日,たんじょうび,birthday,5,genki 1
241,お城,おしろ,castle,5,genki 1
558,元気,げんき（な）,healthy; energetic,5,genki 1
167,海,うみ,sea,5,genki 1
1021,小さい,ちいさい,small,5,genki 1
1598,難しい,むずかしい,difficult,5,genki 1
852,好き,すき（な）,fond of; to like,5,genki 1
678,寒い,さむい,cold (weather),5,genki 1
305,泳ぐ,およぐ,to swim,5,genki 1
677,～様,～さま,Mr./Ms. . . .,5,genki 1
314,女の人,おんなのひと,woman,5,genki 1
1668,山,やま,mountain,5,genki 1
1469,部屋,へや,room,5,genki 1
96,忙しい,いそがしい,busy (people/days),5,genki 1
513,国,くに,country; place of origin,6,genki 1
29,遊ぶ,あそぶ,to play; to spend time pleasantly,6,genki 1
756,シャワーを浴びる,シャワーをあびる,to take a shower ,6,genki 1
745,閉める,しめる,to close (something) ,6,genki 1
449,北,きた,north,6,genki 1
1639,持ってくる,もってくる,to bring (a thing) ,6,genki 1
18,開ける,あける,to open (something) ,6,genki 1
1637,持つ,もつ,to carry; to hold,6,genki 1
737,死ぬ,しぬ,to die,6,genki 1
234,教える,おしえる,to teach; to instruct ,6,genki 1
1575,三つ目,みっつめ,third,6,genki 1
1763,忘れる,わすれる,to forget; to leave behind ,6,genki 1
1122,電車,でんしゃ,train,6,genki 1
1257,荷物,にもつ,baggage,6,genki 1
992,立つ,たつ,to stand up,6,genki 1
1114,出る,でる,to appear; to attend; to exit ,6,genki 1
1768,渡る,わたる,to cross,6,genki 1
1130,電話する,でんわする,to call ,6,genki 1
1105,手伝う,てつだう,to help,6,genki 1
547,消す,けす,to turn off; to erase,6,genki 1
1243,西,にし,west,6,genki 1
1509,本当ですか,ほんとうですか,Really?,6,genki 1
1579,南,みなみ,south,6,genki 1
476,教科書,きょうかしょ,textbook,6,genki 1
1003,たばこを吸う,たばこをすう,to smoke,6,genki 1
1387,左側,ひだりがわ,left side,6,genki 1
97,急ぐ,いそぐ,to hurry,6,genki 1
1578,皆さん,みなさん,everyone; all of you,6,genki 1
550,結構です,けっこうです,That would be fine.; That wouldn’t be necessary.,6,genki 1
1524,曲がる,まがる,to turn (right/left),6,genki 1
1395,一つ目,ひとつめ,first,6,genki 1
215,お金,おかね,money,6,genki 1
306,降りる,おりる,to get off ,6,genki 1
413,借りる,かりる,to borrow ,6,genki 1
387,金,かね,money,6,genki 1
1559,右側,みぎがわ,right side,6,genki 1
882,座る,すわる,to sit down,6,genki 1
1733,料理,りょうり,cooking; dish,6,genki 1
1060,使う,つかう,to use,6,genki 1
1661,休む,やすむ,to be absent (from); to rest,6,genki 1
1065,次,つぎ,next,6,genki 1
835,信号,しんごう,traffic light,6,genki 1
187,駅,えき,station,6,genki 1
382,角,かど,corner,6,genki 1
1085,連れてくる,つれてくる,to bring (a person) ,6,genki 1
1375,東,ひがし,east,6,genki 1
1426,二つ目,ふたつめ,second,6,genki 1
40,後で,あとで,later on,6,genki 1
429,漢字,かんじ,kanji; Chinese character,6,genki 1
1307,入る,はいる,to enter,6,genki 1
333,返す,かえす,to return (a thing),6,genki 1
524,車,くるま,car,7,genki 1
367,家族,かぞく,family,7,genki 1
369,肩,かた,shoulder,7,genki 1
1548,眉毛,まゆげ,eyebrow,7,genki 1
1036,父,ちち,(my) father,7,genki 1
46,姉,あね,(my) older sister,7,genki 1
906,背中,せなか,back (body),7,genki 1
1086,手,て,hand; arm,7,genki 1
510,口,くち,mouth,7,genki 1
31,頭,あたま,head,7,genki 1
1605,目,め,eye,7,genki 1
860,少し,すこし,a little,7,genki 1
1468,別に,べつに ＋ negative,nothing in particular,7,genki 1
1602,胸,むね,breast,7,genki 1
335,顔,かお,face,7,genki 1
32,頭がいい,あたまがいい,bright; smart; clever,7,genki 1
1000,楽しみにする,たのしみにする（〜を）,to look forward (to) ,7,genki 1
552,結婚する,けっこんする,to get married ,7,genki 1
1190,取る,とる,to take (a class); to get (a grade),7,genki 1
1684,指,ゆび,finger,7,genki 1
240,お尻,おしり,buttocks,7,genki 1
1611,眼鏡,めがね,glasses,7,genki 1
1428,二人,ふたり,two people,7,genki 1
899,背が高い,せがたかい,tall (stature),7,genki 1
327,会社,かいしゃ,company,7,genki 1
876,住む,すむ,to live,7,genki 1
353,かける（眼鏡を）,かける（めがねを）,to put on (glasses) ,7,genki 1
1349,速い,はやい,fast,7,genki 1
900,背が低い,せがひくい,short (stature),7,genki 1
514,首,くび,neck,7,genki 1
1560,短い,みじかい,short (length),7,genki 1
480,兄弟,きょうだい,brothers and sisters,7,genki 1
1328,働く,はたらく,to work,7,genki 1
818,食堂,しょくどう,cafeteria; dining commons,7,genki 1
411,体に気をつける,からだにきをつける,to take care of oneself ,7,genki 1
789,塾,じゅく,cram school,7,genki 1
726,知っています,しっています,I know,7,genki 1
24,足,あし,leg; foot,7,genki 1
1219,何も,なにも ＋ negative,not . . . anything,7,genki 1
159,歌う,うたう,to sing,7,genki 1
158,歌,うた,song,7,genki 1
1438,太っています,ふとっています,to be on the heavy side,7,genki 1
1439,太る,ふとる,to gain weight; overweight,7,genki 1
1340,鼻,はな,nose,7,genki 1
1202,長い,ながい,long,7,genki 1
824,尻,しり,buttocks,7,genki 1
1582,耳,みみ,ear,7,genki 1
839,親切,しんせつ（な）,kind,7,genki 1
44,兄,あに,(my) older brother,7,genki 1
1293,歯,は,tooth,7,genki 1
397,髪,かみ,hair,7,genki 1
1397,一人,ひとり,one person,7,genki 1
1479,便利,べんり（な）,convenient,7,genki 1
487,着る,きる,to put on (clothes above your waist) ,7,genki 1
827,知る,しる,to get to know,7,genki 1
1347,母,はは,(my) mother,7,genki 1
826,知りません,しりません,I do not know,7,genki 1
600,答える,こたえる,to answer ,8,genki 1
1341,話,はなし,story; talk,8,genki 1
917,洗濯する,せんたくする,to do laundry ,8,genki 1
1189,鶏肉,とりにく,chicken,8,genki 1
39,後,（〜の）あと,after (an event),8,genki 1
1212,夏,なつ,summer,8,genki 1
1164,所,ところ,place,8,genki 1
1072,作る,つくる,to make,8,genki 1
1517,毎週,まいしゅう,every week,8,genki 1
1450,風呂,ふろ,bath,8,genki 1
613,この間,このあいだ,the other day,8,genki 1
1319,始める,はじめる,to begin ,8,genki 1
1218,何か,なにか,something,8,genki 1
690,残業,ざんぎょう,overtime work,8,genki 1
695,残念（ですね）,ざんねん（ですね）,That’s too bad.,8,genki 1
1121,天気予報,てんきよほう,weather forecast,8,genki 1
1067,次に,つぎに,secondly,8,genki 1
1062,疲れている,つかれている,to be tired,8,genki 1
1443,冬,ふゆ,winter,8,genki 1
866,捨てる,すてる,to throw away ,8,genki 1
715,仕事,しごと,job; work; occupation,8,genki 1
1453,風呂に入る,ふろにはいる,to take a bath,8,genki 1
657,最後に,さいごに,finally; lastly,8,genki 1
924,掃除する,そうじする,to clean ,8,genki 1
61,洗う,あらう,to wash,8,genki 1
57,雨,あめ,rain,8,genki 1
1447,降る（雨/雪が）,ふる（あめ/ゆきが）,(rain/snow) falls,8,genki 1
810,上手,じょうず（な）,skillful; good at . . .,8,genki 1
1133,～度,～ど,. . . degrees (temperature),8,genki 1
1465,下手,へた（な）,clumsy; poor at . . .,8,genki 1
282,お風呂に入る,おふろにはいる,to take a bath,8,genki 1
1355,晴れ,はれ,sunny weather,8,genki 1
246,遅くなる,おそくなる,to be late,8,genki 1
176,運転する,うんてんする,to drive ,8,genki 1
81,言う,いう,to say,8,genki 1
440,気温,きおん,temperature (weather),8,genki 1
1423,袋,ふくろ,bag; sack; plastic/paper bag,8,genki 1
1734,料理する,りょうりする,to cook ,8,genki 1
516,曇り,くもり,cloudy weather,8,genki 1
1680,有名,ゆうめい（な）,famous,8,genki 1
1638,持っていく,もっていく,to take (a thing),8,genki 1
486,切る,きる,to cut,8,genki 1
1427,豚肉,ぶたにく,pork,8,genki 1
470,牛肉,ぎゅうにく,beef,8,genki 1
294,思う,おもう,to think,8,genki 1
542,今朝,けさ,this morning,8,genki 1
435,乾杯,かんぱい,Cheers! (a toast),8,genki 1
281,お風呂,おふろ,bath,8,genki 1
438,黄色い,きいろい,yellow,9,genki 1
285,覚える,おぼえる,to memorize ,9,genki 1
336,顔が青い,かおがあおい,to look pale,9,genki 1
675,寂しい,さびしい,lonely,9,genki 1
1095,手紙,てがみ,letter,9,genki 1
284,お弁当,おべんとう,boxed lunch,9,genki 1
265,踊る,おどる,to dance,9,genki 1
528,黒い,くろい,black,9,genki 1
1666,八つ,やっつ,eight,9,genki 1
1264,人気がある,にんきがある,to be popular,9,genki 1
11,赤い,あかい,red,9,genki 1
1476,弁当,べんとう,boxed lunch,9,genki 1
463,着物,きもの,kimono; Japanese traditional dress,9,genki 1
1215,七つ,ななつ,seven,9,genki 1
1576,緑,みどり,green,9,genki 1
1394,一つ,ひとつ,one,9,genki 1
1759,若い,わかい,young,9,genki 1
1252,日記,にっき,diary,9,genki 1
1040,茶色い,ちゃいろい,brown,9,genki 1
505,薬を飲む,くすりをのむ,to take medicine,9,genki 1
714,試験,しけん,exam,9,genki 1
1730,寮,りょう,dormitory,9,genki 1
491,金色,きんいろ,gold,9,genki 1
492,銀色,ぎんいろ,silver,9,genki 1
177,運動する,うんどうする,to exercise ,9,genki 1
1574,三つ,みっつ,three,9,genki 1
698,散歩する,さんぽする,to take a walk ,9,genki 1
75,案内する,あんないする,to show (someone) around,9,genki 1
504,薬,くすり,medicine,9,genki 1
663,作文,さくぶん,essay; composition,9,genki 1
636,紺色,こんいろ,navy,9,genki 1
1704,四つ,よっつ,four,9,genki 1
1425,二つ,ふたつ,two,9,genki 1
9,青い,あおい,blue,9,genki 1
598,午前中,ごぜんちゅう,in the morning,9,genki 1
1405,病気,びょうき,illness; sickness,9,genki 1
1562,水色,みずいろ,light blue,9,genki 1
1378,弾く,ひく,to play (a string instrument or piano),9,genki 1
907,是非,ぜひ,by all means,9,genki 1
311,終わる,おわる,(something) ends,9,genki 1
392,歌舞伎,かぶき,Kabuki; traditional Japanese theatrical art,9,genki 1
1601,六つ,むっつ,six,9,genki 1
124,五つ,いつつ,five,9,genki 1
1315,始まる,はじまる,(something) begins,9,genki 1
10,青信号,あおしんごう,green light,9,genki 1
1017,単語,たんご,word; vocabulary,9,genki 1
1407,昼,ひる,noon,9,genki 1
831,白黒,しろくろ,black and white,9,genki 1
1152,十,とお,ten,9,genki 1
79,いい子,いいこ,good child,9,genki 1
830,白い,しろい,white,9,genki 1
592,九つ,ここのつ,nine,9,genki 1
94,意地悪,いじわる（な）,mean-spirited,9,genki 1
145,色,いろ,color,9,genki 1
1302,灰色,はいいろ,gray,9,genki 1
1603,紫,むらさき,purple,9,genki 1
1342,話をする,はなしをする,to have a talk ,9,genki 1
643,今度,こんど,near future,9,genki 1
1182,泊まる,とまる,"to stay (at a hotel, etc.)",10,genki 1
87,～行き,～いき,bound for . . .,10,genki 1
203,往復,おうふく,round trip,10,genki 1
454,切符売り場,きっぷうりば,ticket vending area,10,genki 1
462,決める,きめる,to decide ,10,genki 1
1669,山道,やまみち,mountain road,10,genki 1
1483,～方面,～ほうめん,serving . . . areas,10,genki 1
244,遅い,おそい,slow; late,10,genki 1
432,簡単,かんたん（な）,easy; simple,10,genki 1
1364,～番線,～ばんせん,track number . . .,10,genki 1
1651,野球,やきゅう,baseball,10,genki 1
1167,年,とし,year,10,genki 1
1168,年上,としうえ,someone older,10,genki 1
216,お金持ち,おかねもち,rich person,10,genki 1
372,片道,かたみち,one way,10,genki 1
1708,予約,よやく,reservation,10,genki 1
805,正月,しょうがつ,New Year’s,10,genki 1
774,終電,しゅうでん,last train (of the day),10,genki 1
808,乗車券,じょうしゃけん,(boarding) ticket,10,genki 1
772,自由席,じゆうせき,general admission seat,10,genki 1
1030,地下鉄,ちかてつ,subway,10,genki 1
1172,特急,とっきゅう,super express,10,genki 1
385,悲しい,かなしい,sad,10,genki 1
1276,～年,～ねん,. . . years,10,genki 1
765,～週間,～しゅうかん,for . . . weeks,10,genki 1
238,お正月,おしょうがつ,New Year’s,10,genki 1
1440,船,ふね,ship; boat,10,genki 1
448,季節,きせつ,season,10,genki 1
862,涼しい,すずしい,cool (weather),10,genki 1
388,金持ち,かねもち,rich person,10,genki 1
711,時間,じかん,time,10,genki 1
740,自分,じぶん,oneself,10,genki 1
1593,昔々,むかしむかし,once upon a time,10,genki 1
1431,普通,ふつう,local (train),10,genki 1
140,入口,いりぐち,entrance,10,genki 1
1381,飛行機,ひこうき,airplane,10,genki 1
1111,手袋,てぶくろ,gloves,10,genki 1
1681,有名人,ゆうめいじん,celebrity,10,genki 1
329,階段,かいだん,stairs,10,genki 1
1750,練習する,れんしゅうする,to practice ,10,genki 1
15,秋,あき,fall,10,genki 1
1099,出口,でぐち,exit,10,genki 1
1350,早く/速く,はやく,(do something) early; fast,10,genki 1
30,暖かい,あたたかい,warm,10,genki 1
1148,動物園,どうぶつえん,zoo,10,genki 1
581,声,こえ,voice,10,genki 1
578,交通系ICカード,こうつうけいアイシーカード,"rechargeable card such as Suica, Icoca, Pasmo, etc.",10,genki 1
67,歩いて,あるいて,on foot,10,genki 1
1274,眠い,ねむい,sleepy,10,genki 1
116,一番,いちばん,best,10,genki 1
919,先発,せんぱつ,departing first,10,genki 1
107,一号車,いちごうしゃ,Car No. 1,10,genki 1
1131,戸,と,door,10,genki 1
567,～後,～ご,in . . . time; after . . .,10,genki 1
1353,春,はる,spring,10,genki 1
1127,天ぷら,てんぷら,tempura,10,genki 1
1682,雪,ゆき,snow,10,genki 1
897,世界,せかい,world,10,genki 1
326,改札,かいさつ,gate,10,genki 1
1068,次は～,つぎは～,"next (stop), . . .",10,genki 1
738,次発,じはつ,departing second,10,genki 1
468,急行,きゅうこう,express,10,genki 1
733,指定席,していせき,reserved seat,10,genki 1
1403,美容院,びよういん,beauty parlor,10,genki 1
471,牛乳,ぎゅうにゅう,milk,10,genki 1
348,～か月,～かげつ,for . . . months,10,genki 1
347,学割,がくわり,student discount,10,genki 1
884,生活,せいかつ,life; living,10,genki 1
1738,旅行する,りょこうする,to travel ,10,genki 1
1305,売店,ばいてん,shop; stand,10,genki 1
703,幸せ,しあわせ（な）,happy (lasting happiness),10,genki 1
833,新幹線,しんかんせん,Shinkansen;  “Bullet Train”,10,genki 1
1080,冷たい,つめたい,cold (things/people),10,genki 1
1089,定期券,ていきけん,commuter’s pass,10,genki 1
171,売る,うる,to sell,10,genki 1
1291,乗り換え,のりかえ,transfer,10,genki 1
836,神社,じんじゃ,shrine,11,genki 1
370,かたい言い方,かたいいいかた,bookish expression,11,genki 1
360,歌手,かしゅ,singer,11,genki 1
332,飼う,かう,to own (a pet),11,genki 1
873,スポーツ選手,スポーツせんしゅ,athlete,11,genki 1
283,お返事,おへんじ,reply,11,genki 1
356,菓子,かし,snack; sweets,11,genki 1
1334,発音,はつおん,pronunciation,11,genki 1
14,明るい,あかるい,cheerful,11,genki 1
323,外国,がいこく,foreign country,11,genki 1
1383,久しぶり,ひさしぶり,it has been a long time,11,genki 1
1551,漫画家,まんがか,cartoonist,11,genki 1
1542,祭り,まつり,festival,11,genki 1
967,大統領,だいとうりょう,president of a country,11,genki 1
313,温泉,おんせん,spa; hot spring,11,genki 1
286,お祭り,おまつり,festival,11,genki 1
1686,夢,ゆめ,dream,11,genki 1
1321,走る,はしる,to run,11,genki 1
671,作家,さっか,writer,11,genki 1
1090,ていねいな言い方,ていねいないいかた,polite expression,11,genki 1
506,くだけた言い方,くだけたいいかた,colloquial expression,11,genki 1
